source,target,type,source_type,target_type,0
330,165,cerca_de,cuadra,water_channel,0.80292547
331,159,cerca_de,cuadra,water_channel,0.6888492
331,165,cerca_de,cuadra,water_channel,0.8739767
332,159,cerca_de,cuadra,water_channel,0.59844726
332,165,cerca_de,cuadra,water_channel,0.9868388
333,159,cerca_de,cuadra,water_channel,0.679361
334,159,cerca_de,cuadra,water_channel,0.57756656
335,159,cerca_de,cuadra,water_channel,0.56156933
336,159,cerca_de,cuadra,water_channel,0.6664634
337,159,cerca_de,cuadra,water_channel,0.73296887
338,159,cerca_de,cuadra,water_channel,0.7374107
339,159,cerca_de,cuadra,water_channel,0.67161316
340,35,cerca_de,cuadra,water_channel,0.6458006
340,159,cerca_de,cuadra,water_channel,0.29188362
340,162,cerca_de,cuadra,water_channel,0.76505333
341,159,cerca_de,cuadra,water_channel,0.5726838
342,35,cerca_de,cuadra,water_channel,0.76317364
342,159,cerca_de,cuadra,water_channel,0.021579823
342,162,cerca_de,cuadra,water_channel,0.87213236
343,35,cerca_de,cuadra,water_channel,0.86377794
343,159,cerca_de,cuadra,water_channel,0.20973669
343,162,cerca_de,cuadra,water_channel,0.8319199
344,35,cerca_de,cuadra,water_channel,0.9639832
344,159,cerca_de,cuadra,water_channel,0.14391501
344,162,cerca_de,cuadra,water_channel,0.89425117
345,159,cerca_de,cuadra,water_channel,0.06223451
345,162,cerca_de,cuadra,water_channel,0.952347
346,159,cerca_de,cuadra,water_channel,0.11906982
347,159,cerca_de,cuadra,water_channel,0.17487521
348,159,cerca_de,cuadra,water_channel,0.20557605
349,159,cerca_de,cuadra,water_channel,0.3033138
349,165,cerca_de,cuadra,water_channel,0.9556873
350,159,cerca_de,cuadra,water_channel,0.48179042
350,165,cerca_de,cuadra,water_channel,0.6901601
351,159,cerca_de,cuadra,water_channel,0.38922808
351,165,cerca_de,cuadra,water_channel,0.6944202
352,159,cerca_de,cuadra,water_channel,0.26138806
